,Combined_ID,Year,How.satisfied.are.you.with.your.life.in.general,How.satisfied.are.you.with.Somerville.as.a.place.to.live,How.satisfied.are.you.with.your.neighborhood,How.proud.are.you.to.be.a.Somerville.resident,How.would.you.rate.the.following..The.availability.of.information.about.city.services,How.would.you.rate.the.following..The.cost.of.housing,How.would.you.rate.the.following..The.overall.quality.of.public.schools,How.would.you.rate.the.following..Your.trust.in.the.local.police,How.would.you.rate.the.following..The.maintenance.of.streets.and.sidewalks,How.would.you.rate.the.following..The.availability.of.social.community.events,How.safe.do.you.feel.walking.in.your.neighborhood.at.night,How.satisfied.are.you.with.the.beauty.or.physical.setting.of.your.neighborhood,How.satisfied.are.you.with.the.appearance.of.parks.and.squares.in.your.neighborhood,What.is.your.gender,Age,What.is.your.race.or.ethnicity,Do.you.have.children.age.18.or.younger.who.live.with.you,Describe.your.housing.status.in.Somerville,Do.you.plan.to.move.away.from.Somerville.in.the.next.two.years,How.long.have.you.lived.here,What.is.your.annual.household.income,Are.you.a.student,How.anxious.did.you.feel.yesterday,How.satisfied.are.you.with.the.quality.and.number.of.transportation.options.available.to.you,Language,What.languages.do.you.speak.at.home,Class
7150,7151.0,2017,7.0,8.0,8.0,9.0,5.0,2.0,4.0,4.0,5.0,5.0,10.0,7.0,9.0,4,15,30,0,2,0,32,7,0,4,9.0,1,4,0
7151,7152.0,2017,9.0,8.0,7.0,8.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,6.0,7.0,4,5,30,0,1,0,0,1,0,9,8.0,1,4,0
7152,7153.0,2017,9.0,8.0,8.0,8.0,4.0,2.0,3.0,3.0,2.0,5.0,9.0,7.0,9.0,1,5,30,0,2,0,32,1,0,1,9.0,1,4,0
7153,7154.0,2017,10.0,8.0,8.0,9.0,4.0,2.0,3.503584229390681,5.0,4.0,4.0,10.0,9.0,9.0,1,5,30,0,2,0,32,7,0,1,10.0,1,4,0
7154,7155.0,2017,9.0,9.0,9.0,10.0,4.0,4.0,3.503584229390681,4.0,1.0,5.0,9.0,7.0,7.0,1,5,2,0,2,1,8,2,0,9,9.0,1,18,0
7156,7157.0,2017,8.0,10.0,10.0,10.0,5.0,4.0,5.0,5.0,4.0,5.0,6.0,9.0,9.0,1,40,30,0,1,0,16,7,0,1,9.0,1,4,0
7157,7158.0,2017,8.0,8.0,9.0,8.0,3.0,1.0,3.0,3.0,4.0,4.0,9.0,9.0,9.0,4,5,30,0,2,0,32,8,0,6,8.0,1,4,0
7158,7159.0,2017,9.0,8.0,9.0,7.0,4.0,1.0,3.0,3.0,4.0,5.0,8.0,8.0,8.0,1,5,30,0,2,0,8,8,0,8,8.0,11,4,0
7159,7160.0,2017,8.0,8.0,9.0,9.0,4.0,2.0,4.0,3.0,3.0,5.0,8.0,8.0,8.0,1,5,30,0,2,0,32,0,0,4,8.0,1,4,0
7160,7161.0,2017,8.0,10.0,10.0,6.0,5.0,2.0,3.0,4.0,4.0,5.0,4.0,10.0,10.0,1,40,30,0,1,0,16,5,0,9,7.0,1,4,0
7161,7162.0,2017,7.0,7.0,7.0,8.0,4.0,2.0,3.503584229390681,4.0,3.0,4.0,8.0,7.0,8.0,1,5,30,0,2,1,8,1,0,4,5.0,1,4,0
7162,7163.0,2017,7.0,7.0,7.0,6.0,3.0,1.0,4.0,3.0,1.0,3.0,6.0,6.0,7.0,4,5,2,0,2,1,8,8,0,8,4.0,1,4,0
7164,7165.0,2017,8.0,9.0,9.0,10.0,5.0,3.0,4.0,3.0,4.0,5.0,9.0,9.0,9.0,4,15,30,0,2,0,7,2,0,4,7.0,1,4,0
7165,7166.0,2017,8.0,7.0,10.0,6.0,5.0,1.0,3.0,2.0,2.0,5.0,8.0,3.0,5.0,1,24,30,1,1,0,16,5,0,3,4.0,1,4,0
7166,7167.0,2017,5.0,5.0,10.0,10.0,5.0,3.0,5.0,5.0,3.0,3.0,6.0,10.0,6.0,1,40,30,0,1,0,16,5,0,4,10.0,1,4,0
7167,7168.0,2017,7.0,10.0,10.0,10.0,5.0,3.0,3.503584229390681,5.0,4.0,5.0,7.0,6.0,7.0,1,30,5,0,1,0,8,2,1,7,6.0,1,4,0
7168,7169.0,2017,7.0,8.0,8.0,8.0,4.0,1.0,3.0,3.0,4.0,4.0,8.0,8.0,8.0,4,30,30,1,1,0,11,8,0,7,7.0,1,17,0
7169,7170.0,2017,8.0,10.0,10.0,9.0,4.0,3.0,3.0,4.0,4.0,4.0,9.0,9.0,9.0,1,15,30,0,2,0,32,2,0,8,7.0,1,4,0
7170,7171.0,2017,8.0,10.0,8.0,10.0,5.0,1.0,3.0,2.0,1.0,4.0,5.0,1.0,2.0,4,24,12,1,1,0,16,5,0,8,3.0,11,4,0
7171,7172.0,2017,7.0,8.0,5.0,10.0,4.0,3.0,3.0,4.0,3.0,5.0,8.0,3.0,1.0,1,24,30,1,1,0,11,8,0,5,5.0,1,4,0
7172,7173.0,2017,8.0,7.0,8.0,8.0,4.171717171717172,4.0,3.0,3.0,4.0,4.0,6.0,7.0,8.0,1,0,30,0,2,1,0,5,0,8,4.0,1,4,0
7173,7174.0,2017,9.0,9.0,9.0,9.0,5.0,2.0,3.0,4.0,3.0,5.0,10.0,9.0,9.0,1,5,30,0,2,1,8,7,0,7,8.0,1,4,0
7174,7175.0,2017,8.0,9.0,9.0,9.0,4.0,2.0,3.503584229390681,4.0,4.0,5.0,8.0,7.0,10.0,0,0,30,0,2,0,8,8,0,7,6.0,1,4,0
7175,7176.0,2017,8.0,7.0,9.0,9.0,2.0,1.0,3.0,4.0,2.0,4.0,9.0,2.0,2.0,4,30,30,0,1,0,16,2,0,9,8.0,1,4,0
7176,7177.0,2017,8.0,8.0,9.0,9.0,5.0,2.0,4.0,5.0,5.0,5.0,10.0,10.0,10.0,1,15,30,0,2,0,32,1,0,4,10.0,1,4,0
7177,7178.0,2017,8.0,7.0,8.0,6.0,4.0,2.0,3.503584229390681,3.0,2.0,4.0,7.0,5.0,7.0,0,15,30,1,1,1,32,2,1,4,6.0,1,4,0
7179,7180.0,2017,9.0,10.0,10.0,10.0,5.0,3.0,3.0,5.0,5.0,5.0,10.0,9.0,10.0,1,30,30,0,1,0,7,8,0,9,10.0,1,4,0
7181,7182.0,2017,8.0,8.0,9.0,10.0,4.0,1.0,3.0,5.0,4.0,5.0,10.0,8.0,8.0,1,5,30,0,2,0,49,2,0,8,9.0,1,4,0
7182,7183.0,2017,10.0,8.0,7.0,8.0,4.0,1.0,2.0,3.0,1.0,3.0,7.0,3.0,4.0,4,5,30,0,2,0,16,8,0,8,7.0,1,29,0
7183,7184.0,2017,9.0,9.0,8.0,10.0,4.0,3.0,4.0,5.0,4.0,5.0,8.0,9.0,9.0,1,30,30,0,1,0,11,2,0,4,9.0,1,4,0
7184,7185.0,2017,10.0,10.0,9.0,10.0,4.0,3.0,2.0,4.0,3.0,5.0,9.0,7.0,7.0,4,15,30,0,1,0,7,2,0,9,7.0,1,4,0
7187,7188.0,2017,8.0,8.0,9.0,10.0,4.0,1.0,4.0,4.0,3.0,4.0,9.0,8.0,8.0,4,5,30,0,1,0,32,8,0,7,7.0,1,4,0
7188,7189.0,2017,7.0,8.0,8.0,8.0,2.0,1.0,3.0,2.0,4.0,5.0,10.0,7.0,8.0,4,15,30,0,2,0,49,7,1,8,9.0,1,4,0
7189,7190.0,2017,10.0,10.0,8.0,10.0,5.0,3.0,4.0,5.0,5.0,5.0,10.0,7.0,10.0,1,5,30,0,1,0,32,1,0,1,9.0,1,4,0
7190,7191.0,2017,10.0,10.0,10.0,10.0,5.0,4.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,1,40,30,0,1,0,8,5,0,1,9.0,1,4,0
7192,7193.0,2017,9.0,8.0,8.0,9.0,5.0,3.0,4.0,4.0,2.0,4.0,8.0,6.0,9.0,4,5,30,0,1,0,8,1,0,4,7.0,1,4,0
7193,7194.0,2017,9.0,9.0,9.0,9.0,5.0,4.0,4.0,4.0,4.0,4.0,8.0,8.0,9.0,1,24,6,0,1,0,32,2,0,7,8.0,1,4,0
7194,7195.0,2017,8.0,8.0,8.0,8.0,4.0,3.0,4.0,4.0,5.0,5.0,9.0,7.0,6.0,4,30,30,0,2,0,7,7,0,6,8.0,1,4,0
7195,7196.0,2017,9.0,9.0,9.0,9.0,4.0,3.0,3.0,4.0,2.0,4.0,8.0,8.0,8.0,1,30,12,1,2,0,49,0,1,8,9.0,11,29,0
7196,7197.0,2017,6.0,6.0,6.0,6.0,3.0,2.0,3.0,3.0,3.0,3.0,6.0,6.0,4.0,1,15,2,1,1,1,32,2,0,8,5.0,1,4,0
7197,7198.0,2017,9.0,10.0,10.0,10.0,4.0,2.0,4.0,5.0,3.0,5.0,9.0,7.0,9.0,1,5,30,0,1,0,49,1,0,7,8.0,1,4,0
7198,7199.0,2017,5.0,7.0,7.0,4.0,3.0,1.0,3.0,4.0,1.0,5.0,8.0,5.0,7.0,4,15,30,0,2,1,8,7,0,8,4.0,1,4,0
7199,7200.0,2017,10.0,8.0,10.0,10.0,4.0,2.0,3.0,4.0,4.0,5.0,8.0,7.0,8.0,4,5,30,0,2,1,0,8,0,7,6.0,1,4,0
7200,7201.0,2017,8.0,8.0,8.0,8.0,3.0,4.0,4.0,4.0,4.0,4.0,10.0,8.0,10.0,4,50,2,0,2,1,16,5,0,2,10.0,1,2,0
7202,7203.0,2017,8.0,10.0,10.0,9.0,5.0,2.0,4.0,4.0,5.0,4.0,9.0,9.0,10.0,4,24,30,1,1,0,16,7,0,6,8.0,1,4,0
7203,7204.0,2017,6.0,8.0,7.0,10.0,4.0,2.0,3.0,4.0,5.0,5.0,8.0,6.0,2.0,1,30,30,0,1,0,32,2,0,5,7.0,1,4,0
7204,7205.0,2017,9.0,10.0,10.0,10.0,4.0,1.0,4.0,5.0,5.0,5.0,10.0,9.0,9.0,1,30,30,0,1,0,16,8,0,1,3.0,1,19,0
7206,7207.0,2017,10.0,10.0,10.0,10.0,5.0,2.0,3.0,5.0,3.0,5.0,6.0,6.0,7.0,1,15,30,1,1,0,32,2,0,3,10.0,1,4,0
7207,7208.0,2017,6.0,7.0,7.0,6.0,4.0,2.0,4.0,4.0,4.0,4.0,6.0,7.0,8.0,1,0,30,0,2,1,0,2,0,8,8.0,1,4,0
7208,7209.0,2017,5.0,10.0,8.0,10.0,5.0,2.314121037463977,3.503584229390681,5.0,4.0,4.0,7.0,9.0,8.0,1,40,30,0,2,0,16,9,0,0,10.0,1,4,0
7209,7210.0,2017,9.0,9.0,8.0,9.0,4.0,1.0,4.0,4.0,3.0,4.0,9.0,6.0,8.0,4,24,30,0,1,0,7,2,0,8,9.0,1,4,0
7210,7211.0,2017,9.0,9.0,9.0,9.0,5.0,2.0,3.0,4.0,4.0,5.0,9.0,6.0,9.0,1,30,30,0,1,0,16,8,0,9,8.0,1,4,0
7211,7212.0,2017,7.0,8.0,8.0,10.0,4.0,1.0,3.0,3.0,3.0,5.0,10.0,8.0,8.0,1,5,30,0,1,0,32,1,0,9,9.0,1,4,0
7212,7213.0,2017,8.0,9.0,9.0,10.0,4.0,2.0,3.0,4.0,2.0,4.0,7.0,8.0,9.0,1,15,30,0,1,0,8,8,0,4,8.0,1,4,0
7213,7214.0,2017,9.0,8.0,9.0,9.0,4.0,2.0,4.0,4.0,4.0,4.0,9.0,7.0,8.0,4,30,30,0,2,1,16,8,0,8,4.0,1,4,0
7215,7216.0,2017,8.0,8.0,8.0,9.0,4.0,2.0,4.0,4.0,4.0,4.0,8.0,8.0,8.0,1,15,30,1,2,0,32,1,0,6,8.0,1,4,0
7216,7217.0,2017,10.0,7.0,10.0,8.0,3.0,1.0,3.503584229390681,3.0,3.0,5.0,10.0,9.0,10.0,1,5,30,0,2,0,8,5,0,5,10.0,1,4,0
7218,7219.0,2017,9.0,10.0,8.0,8.0,4.0,2.0,4.0,4.0,5.0,3.0,7.0,9.0,7.0,1,40,30,0,1,0,16,7,0,2,10.0,1,4,0
7219,7220.0,2017,10.0,8.0,10.0,8.0,4.0,1.0,3.0,5.0,5.0,5.0,10.0,9.0,9.0,1,5,30,0,2,1,8,2,0,4,9.0,1,4,0
7220,7221.0,2017,9.0,8.0,9.0,9.0,5.0,1.0,3.503584229390681,4.0,4.0,5.0,9.0,7.0,6.0,1,15,30,0,2,1,32,2,0,5,10.0,1,4,0
7221,7222.0,2017,10.0,10.0,9.0,10.0,3.0,2.0,4.0,5.0,5.0,3.0,10.0,10.0,10.0,1,15,30,0,2,0,8,5,0,7,10.0,1,4,0
7222,7223.0,2017,9.0,6.0,6.0,7.0,4.0,2.0,3.0,4.0,4.0,4.0,8.0,5.0,8.0,1,5,30,1,2,1,49,2,0,8,6.0,1,4,0
7224,7225.0,2017,8.0,7.0,8.0,6.0,4.0,3.0,3.0,3.0,3.0,4.0,9.0,9.0,9.0,4,0,30,0,2,1,0,2,0,8,3.0,1,4,0
7225,7226.0,2017,9.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,1.0,1.0,1,15,36,1,1,1,16,2,0,7,10.0,1,4,0
7227,7228.0,2017,7.0,10.0,8.0,10.0,5.0,3.0,4.0,3.0,3.0,5.0,7.0,8.0,9.0,1,15,30,0,1,0,7,2,0,7,10.0,1,4,0
7229,7230.0,2017,7.0,8.0,8.0,6.0,4.0,2.0,4.0,3.0,3.0,4.0,9.0,7.0,8.0,4,5,30,0,2,0,8,5,1,8,7.0,1,4,0
7230,7231.0,2017,8.0,9.0,9.0,9.0,3.0,1.0,4.0,3.0,3.0,3.0,8.0,9.0,9.0,0,30,2,1,1,0,7,2,0,5,10.0,1,4,0
7231,7232.0,2017,9.0,10.0,10.0,10.0,5.0,4.0,5.0,4.0,5.0,5.0,7.0,8.0,10.0,1,24,30,0,1,0,7,1,0,7,5.0,1,4,0
7232,7233.0,2017,9.0,8.0,7.0,8.0,5.0,4.0,4.0,4.0,4.0,5.0,8.0,7.0,7.0,4,24,30,1,1,0,11,2,0,1,10.0,1,4,0
7234,7235.0,2017,8.0,8.0,8.0,9.0,4.0,3.0,3.0,3.0,4.0,4.0,9.0,8.0,9.0,1,15,30,0,1,0,49,1,0,7,8.0,1,4,0
7235,7236.0,2017,8.0,8.0,8.0,9.0,5.0,1.0,4.0,3.0,4.0,4.0,8.0,8.0,9.0,1,30,30,0,1,0,16,2,0,3,8.0,1,4,0
7236,7237.0,2017,8.0,9.0,8.0,10.0,4.0,1.0,3.0,3.0,3.0,4.0,9.0,8.0,9.0,4,15,30,0,1,0,49,2,0,5,8.0,1,4,0
7237,7238.0,2017,8.0,8.0,6.0,6.0,5.0,2.0,3.503584229390681,3.889212827988338,1.0,3.0,4.0,4.0,4.0,1,5,2,0,1,0,0,1,0,3,2.0,1,3,0
7238,7239.0,2017,8.0,9.0,8.0,8.0,5.0,2.0,3.0,4.0,4.0,5.0,8.0,8.0,9.0,4,5,30,0,2,0,32,8,0,4,7.0,1,4,0
7240,7241.0,2017,4.0,7.0,7.0,5.0,3.0,1.0,3.0,3.0,5.0,4.0,9.0,7.0,9.0,4,5,30,0,2,0,32,0,1,9,7.0,1,4,0
7241,7242.0,2017,9.0,8.0,7.0,8.0,5.0,2.0,4.0,2.0,4.0,5.0,10.0,9.0,10.0,1,0,30,0,2,1,8,9,1,8,10.0,1,4,0
7242,7243.0,2017,8.0,9.0,9.0,9.0,4.0,2.0,3.0,4.0,5.0,5.0,6.0,9.0,8.0,4,50,30,0,1,0,16,2,0,0,9.0,1,4,0
7243,7244.0,2017,9.0,7.0,7.0,8.0,3.0,1.0,4.0,3.0,3.0,4.0,7.0,6.0,6.0,1,15,30,1,2,0,16,1,1,7,9.0,1,4,0
7244,7245.0,2017,8.0,8.0,8.0,8.0,4.0,3.0,3.0,3.0,2.0,5.0,8.0,7.0,9.0,4,5,30,0,2,0,32,1,0,8,9.0,1,4,0
7246,7247.0,2017,9.0,9.0,9.0,9.0,5.0,2.0,3.0,4.0,4.0,5.0,7.0,8.0,9.0,1,40,30,0,1,0,16,8,0,8,7.0,1,4,0
7247,7248.0,2017,9.0,10.0,10.0,8.0,4.0,2.0,3.0,3.0,3.0,4.0,7.0,8.0,7.0,1,15,2,1,1,0,11,2,0,9,8.0,1,4,0
7248,7249.0,2017,8.0,8.0,9.0,8.0,5.0,3.0,3.0,5.0,3.0,5.0,8.0,9.0,9.0,4,50,30,0,1,0,16,8,0,1,9.0,1,4,0
7249,7250.0,2017,6.0,8.0,7.0,9.0,5.0,4.0,3.0,4.0,2.0,4.0,7.0,6.0,8.0,4,24,30,0,1,0,16,1,0,4,7.0,1,4,0
7251,7252.0,2017,10.0,10.0,10.0,8.489942528735632,5.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,4,50,30,0,1,0,16,5,0,0,10.0,1,42,0
7252,7253.0,2017,7.0,8.0,10.0,10.0,5.0,1.0,2.0,5.0,5.0,5.0,6.0,10.0,10.0,1,15,30,1,2,1,7,5,0,1,6.0,1,19,0
7253,7254.0,2017,10.0,10.0,9.0,9.0,5.0,4.0,3.503584229390681,5.0,4.0,5.0,8.0,8.0,8.0,1,40,30,0,1,0,11,2,0,1,10.0,1,4,0
7254,7255.0,2017,9.0,8.0,8.0,10.0,5.0,2.0,3.0,5.0,3.0,4.0,8.0,6.0,7.0,1,15,30,0,2,0,7,1,0,8,9.0,1,4,0
7256,7257.0,2017,10.0,10.0,10.0,10.0,5.0,5.0,3.503584229390681,5.0,5.0,5.0,10.0,10.0,10.0,1,30,30,0,1,0,16,1,0,1,10.0,1,4,0
7258,7259.0,2017,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,4,30,12,0,1,0,16,5,0,1,10.0,1,44,0
7259,7260.0,2017,6.0,6.0,6.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,4,40,30,0,2,0,16,7,0,6,6.0,1,4,0
7260,7261.0,2017,9.0,7.0,8.0,7.0,3.0,2.0,3.0,3.0,5.0,5.0,9.0,7.0,9.0,1,5,6,0,2,1,8,8,0,9,7.0,1,4,0
7262,7263.0,2017,8.0,8.0,6.0,5.0,5.0,2.0,3.503584229390681,4.0,2.0,4.0,8.0,3.0,6.0,1,5,30,0,2,0,0,8,0,4,9.0,1,4,0
7263,7264.0,2017,9.0,9.0,10.0,7.0,3.0,5.0,3.0,5.0,4.0,3.0,10.0,7.0,8.0,4,40,30,0,1,0,16,1,0,9,7.0,1,4,0
7264,7265.0,2017,9.0,6.0,6.0,6.0,3.0,2.0,3.0,4.0,1.0,3.0,8.0,3.0,5.0,4,5,30,0,2,0,8,2,0,6,4.0,1,4,0
7265,7266.0,2017,10.0,10.0,10.0,10.0,4.0,4.0,4.0,5.0,5.0,5.0,10.0,10.0,10.0,1,5,30,0,2,0,8,7,0,1,10.0,1,4,0
7266,7267.0,2017,6.0,9.0,9.0,9.0,4.0,2.0,3.503584229390681,4.0,3.0,4.432900432900433,8.0,8.0,8.0,4,24,12,0,1,0,11,8,0,4,5.0,1,4,0
7267,7268.0,2017,7.0,10.0,6.0,8.489942528735632,5.0,1.0,3.503584229390681,4.0,1.0,5.0,8.0,4.0,7.0,1,30,2,0,1,0,11,2,0,7,7.0,1,4,0
7269,7270.0,2017,5.0,8.0,7.0,9.0,5.0,4.0,3.0,4.0,2.0,5.0,7.0,6.0,6.0,4,24,30,0,1,0,16,1,0,3,7.0,1,4,0
7270,7271.0,2017,10.0,10.0,10.0,10.0,5.0,4.0,4.0,4.0,4.0,5.0,10.0,9.0,9.0,4,30,30,0,1,0,7,2,0,9,10.0,1,4,0
7271,7272.0,2017,9.0,9.0,9.0,9.0,5.0,1.0,5.0,4.0,4.0,5.0,9.0,7.0,9.0,4,15,30,1,1,0,49,2,0,3,10.0,1,4,0
7272,7273.0,2017,6.0,9.0,9.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,9.0,9.0,4,30,30,0,2,0,32,0,0,3,8.0,1,4,0
7273,7274.0,2017,9.0,10.0,10.0,10.0,5.0,3.0,3.0,4.0,3.0,5.0,10.0,8.0,10.0,1,24,30,0,1,0,11,1,0,9,10.0,1,4,0
7274,7275.0,2017,7.0,7.0,7.0,8.0,4.0,2.0,3.0,4.0,3.0,4.0,7.0,6.0,7.0,4,5,30,0,2,0,32,7,0,6,7.0,1,4,0
7275,7276.0,2017,10.0,10.0,8.0,10.0,4.0,3.0,5.0,5.0,5.0,5.0,7.0,10.0,8.0,1,40,30,0,1,1,16,2,0,9,1.0,1,4,0
7276,7277.0,2017,9.0,8.0,8.0,7.0,4.0,3.0,4.0,4.0,4.0,5.0,10.0,10.0,8.0,4,15,30,1,1,0,8,2,0,8,8.0,1,4,0
7278,7279.0,2017,9.0,10.0,10.0,10.0,5.0,2.0,4.0,5.0,3.0,4.0,3.0,8.0,7.0,4,5,2,0,2,0,32,2,0,1,5.0,1,4,0
7280,7281.0,2017,10.0,9.0,9.0,10.0,5.0,3.0,4.0,4.0,3.0,5.0,9.0,8.0,9.0,1,24,30,1,1,0,11,2,0,7,9.0,1,4,0
7281,7282.0,2017,5.0,10.0,5.0,10.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,10.0,1,50,30,0,1,0,16,0,0,3,10.0,1,4,0
7282,7283.0,2017,8.0,10.0,10.0,10.0,5.0,2.314121037463977,3.503584229390681,4.0,3.0,4.0,7.0,8.0,10.0,1,50,30,0,1,0,16,8,0,4,10.0,1,4,0
7283,7284.0,2017,6.0,7.0,7.0,7.0,4.0,1.0,3.503584229390681,4.0,2.0,5.0,7.0,5.0,7.0,1,15,30,0,2,0,32,8,0,6,4.0,1,4,0
7284,7285.0,2017,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,4,40,2,0,1,0,16,9,0,9,10.0,1,2,0
7285,7286.0,2017,10.0,10.0,10.0,10.0,5.0,5.0,3.0,5.0,3.0,5.0,10.0,10.0,10.0,1,40,30,0,1,0,16,8,0,1,10.0,1,4,0
7286,7287.0,2017,8.0,5.0,4.0,7.0,2.0,1.0,3.503584229390681,5.0,1.0,5.0,4.0,7.0,4.0,1,5,30,0,2,1,8,7,0,4,7.0,1,4,0
7287,7288.0,2017,8.0,8.0,8.0,9.0,4.0,4.0,3.0,3.0,2.0,5.0,9.0,8.0,9.0,0,0,5,0,2,1,16,7,0,9,10.0,1,4,0
7288,7289.0,2017,8.0,9.0,7.0,10.0,4.0,1.0,3.503584229390681,4.0,2.0,5.0,9.0,8.0,8.0,4,5,30,0,2,1,8,8,1,3,4.0,1,4,0
7289,7290.0,2017,6.0,7.0,7.0,6.0,4.0,2.0,3.0,4.0,4.0,5.0,6.0,6.0,6.0,4,5,30,0,1,0,8,2,0,7,5.0,1,4,0
7290,7291.0,2017,9.0,9.0,8.0,10.0,4.0,2.0,3.0,4.0,3.0,4.0,9.0,8.0,9.0,1,15,30,0,2,0,49,8,0,5,9.0,1,4,0
7291,7292.0,2017,10.0,9.0,9.0,9.0,5.0,3.0,4.0,4.0,2.0,4.0,9.0,8.0,9.0,1,40,30,0,1,0,49,2,0,9,9.0,1,4,0
7292,7293.0,2017,7.0,9.0,6.0,8.0,5.0,3.0,3.503584229390681,3.0,3.0,5.0,10.0,7.0,8.0,1,5,30,0,1,1,49,2,0,9,6.0,1,4,0
7293,7294.0,2017,8.0,9.0,10.0,10.0,5.0,3.0,4.0,4.0,5.0,5.0,10.0,9.0,10.0,4,0,30,0,2,1,8,0,1,6,9.0,11,29,0
7294,7295.0,2017,9.0,9.0,7.0,9.0,4.0,2.0,4.0,4.0,4.0,4.0,8.0,5.0,6.0,1,24,30,1,1,0,16,1,0,9,9.0,1,4,0
7295,7296.0,2017,5.0,7.0,7.0,7.0,4.0,4.0,4.0,3.0,4.0,4.0,7.0,6.0,8.0,1,5,30,0,2,0,32,7,0,5,6.0,1,4,0
7297,7298.0,2017,8.0,10.0,10.0,8.0,4.0,2.0,3.0,3.0,4.0,5.0,8.0,7.0,8.0,4,15,30,1,1,0,7,2,0,6,7.0,1,4,0
7298,7299.0,2017,9.0,8.0,8.0,9.0,4.0,3.0,3.0,4.0,3.0,5.0,9.0,7.0,8.0,4,15,30,1,1,0,7,2,0,3,8.0,1,4,0
7299,7300.0,2017,9.0,10.0,10.0,10.0,5.0,2.0,3.0,5.0,4.0,5.0,7.0,9.0,8.0,1,50,30,0,1,0,16,0,0,9,10.0,1,4,0
7300,7301.0,2017,9.0,9.0,9.0,9.0,5.0,4.0,3.503584229390681,5.0,4.0,4.0,8.0,9.0,10.0,1,5,30,0,2,0,0,7,0,8,10.0,1,4,0
7301,7302.0,2017,8.0,6.0,7.0,6.0,4.0,3.0,1.0,3.0,1.0,5.0,8.0,7.0,8.0,1,0,30,0,2,1,0,7,0,7,9.0,1,4,0
7302,7303.0,2017,9.0,8.0,9.0,10.0,5.0,2.0,3.0,4.0,4.0,5.0,10.0,8.0,9.0,4,5,30,0,2,0,7,1,0,1,8.0,1,4,0
7303,7304.0,2017,10.0,6.0,10.0,9.0,5.0,2.0,4.0,3.0,5.0,5.0,10.0,10.0,10.0,4,40,30,0,1,0,16,8,0,1,10.0,1,4,0
7304,7305.0,2017,7.0,8.0,8.0,6.0,3.0,2.0,3.0,4.0,4.0,4.0,10.0,9.0,9.0,4,5,30,0,2,1,8,5,1,3,9.0,1,4,0
7305,7306.0,2017,5.0,8.0,9.0,8.0,3.0,1.0,4.0,3.0,4.0,5.0,9.0,9.0,8.0,1,5,30,0,2,0,32,5,0,2,6.0,1,4,0
7307,7308.0,2017,10.0,10.0,7.0,6.0,3.0,3.0,3.0,3.0,4.0,3.0,7.0,8.0,9.0,1,5,30,0,2,1,0,2,0,1,6.0,1,4,0
7308,7309.0,2017,8.0,10.0,10.0,8.0,5.0,3.0,5.0,5.0,4.0,5.0,7.0,8.0,10.0,1,50,30,0,2,0,16,0,0,1,7.8405172413793105,1,4,0
7309,7310.0,2017,9.0,9.0,10.0,9.0,5.0,4.0,5.0,5.0,4.0,5.0,9.0,9.0,10.0,4,50,26,0,1,0,16,5,0,2,10.0,1,24,0
7310,7311.0,2017,6.0,5.0,3.0,5.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,4,5,2,0,2,0,7,1,0,6,5.0,1,4,0
7312,7313.0,2017,10.0,10.0,10.0,10.0,5.0,4.0,4.0,5.0,5.0,5.0,10.0,10.0,10.0,1,24,30,0,1,0,7,2,0,9,10.0,1,4,0
7313,7314.0,2017,9.0,10.0,9.0,10.0,5.0,4.0,5.0,5.0,5.0,5.0,9.0,10.0,10.0,4,50,30,0,1,0,16,7,0,8,10.0,1,44,0
7314,7315.0,2017,7.0,9.0,10.0,10.0,4.0,1.0,4.0,4.0,4.0,5.0,8.0,9.0,7.0,1,15,30,1,2,0,49,8,0,8,8.0,1,24,0
7315,7316.0,2017,10.0,8.0,10.0,10.0,3.0,3.0,4.0,5.0,3.0,3.0,10.0,10.0,10.0,1,50,30,0,1,0,16,7,0,8,6.0,1,4,0
7316,7317.0,2017,8.0,7.0,8.0,7.0,4.0,1.0,4.0,3.0,3.0,5.0,8.0,5.0,8.0,1,5,30,0,2,0,8,8,0,8,8.0,1,4,0
7317,7318.0,2017,8.0,9.0,8.0,8.0,5.0,1.0,4.0,4.0,3.0,5.0,10.0,9.0,10.0,4,5,30,0,2,0,32,8,0,3,10.0,1,4,0
7318,7319.0,2017,8.0,10.0,10.0,10.0,5.0,5.0,3.0,5.0,5.0,3.0,10.0,8.0,10.0,4,15,5,0,2,0,8,5,0,1,10.0,1,4,0
