,Combined_ID,Year,How.satisfied.are.you.with.your.life.in.general,How.satisfied.are.you.with.Somerville.as.a.place.to.live,How.satisfied.are.you.with.your.neighborhood,How.proud.are.you.to.be.a.Somerville.resident,How.would.you.rate.the.following..The.availability.of.information.about.city.services,How.would.you.rate.the.following..The.cost.of.housing,How.would.you.rate.the.following..The.overall.quality.of.public.schools,How.would.you.rate.the.following..Your.trust.in.the.local.police,How.would.you.rate.the.following..The.maintenance.of.streets.and.sidewalks,How.would.you.rate.the.following..The.availability.of.social.community.events,How.safe.do.you.feel.walking.in.your.neighborhood.at.night,How.satisfied.are.you.with.the.beauty.or.physical.setting.of.your.neighborhood,How.satisfied.are.you.with.the.appearance.of.parks.and.squares.in.your.neighborhood,What.is.your.gender,Age,What.is.your.race.or.ethnicity,Do.you.have.children.age.18.or.younger.who.live.with.you,Describe.your.housing.status.in.Somerville,Do.you.plan.to.move.away.from.Somerville.in.the.next.two.years,How.long.have.you.lived.here,What.is.your.annual.household.income,Are.you.a.student,How.anxious.did.you.feel.yesterday,How.satisfied.are.you.with.the.quality.and.number.of.transportation.options.available.to.you,Language,What.languages.do.you.speak.at.home,Class
2412,2413.0,2011,6.0,9.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6867,6868.0,2017,8.0,9.0,9.0,10.0,4.0,2.0,2.0,3.0,3.0,3.0,9.0,7.0,9.0,1,5,30,1,1,0,32,2,0,7,10.0,1,4,0
6666,6667.0,2017,4.0,7.0,7.0,7.0,3.0,2.0,2.0,1.0,2.0,3.0,5.0,5.0,8.0,1,40,30,0,1,0,16,8,0,3,8.0,1,4,1
6975,6976.0,2017,8.0,9.0,9.0,8.0,3.0,2.0,2.0,4.0,4.0,5.0,9.0,8.0,9.0,4,5,30,0,2,1,7,2,0,4,9.0,1,4,0
6548,6549.0,2017,8.0,10.0,10.0,10.0,5.0,1.0,3.0,5.0,5.0,5.0,10.0,9.0,9.0,4,30,30,0,1,0,16,2,0,8,10.0,1,4,0
6552,6553.0,2017,8.0,9.0,8.0,5.0,4.0,1.0,3.0,4.0,2.0,5.0,10.0,6.0,8.0,4,15,30,0,2,1,32,2,0,9,6.0,1,4,0
6909,6910.0,2017,8.0,7.0,8.0,8.0,5.0,1.0,5.0,4.0,4.0,5.0,8.0,8.0,9.0,4,15,30,1,2,0,16,1,0,6,6.0,1,20,0
7263,7264.0,2017,9.0,9.0,10.0,7.0,3.0,5.0,3.0,5.0,4.0,3.0,10.0,7.0,8.0,4,40,30,0,1,0,16,1,0,9,7.0,1,4,0
6532,6533.0,2015,2.0,6.0,6.0,6.0,5.0,3.0,3.0,1.0,3.0,5.0,6.11139896373057,5.424870466321243,4.0,1,5,30,0,1,0,8,5,0,4,5.631578947368421,1,4,1
8589,8590.0,2019,1.0,5.0,5.0,5.6923076923076925,3.0,1.0,2.0,5.0,4.0,3.0,5.0,4.0,5.0,1,36,30,0,2,0,40,5,0,4,5.631578947368421,1,4,1
6794,6795.0,2017,8.0,10.0,10.0,10.0,5.0,2.0,3.0,5.0,5.0,5.0,8.0,6.0,8.0,1,30,30,0,1,0,16,1,0,1,10.0,1,4,0
159,160.0,2011,3.0,9.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6574,6575.0,2017,8.0,7.0,5.0,8.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,4,24,30,1,1,0,32,1,0,6,4.0,1,4,0
8149,8150.0,2019,4.0,10.0,10.0,5.6923076923076925,4.0,1.0,2.9245283018867925,5.0,3.0,4.0,8.0,8.0,9.0,1,10,30,0,2,0,23,1,0,4,5.631578947368421,1,4,1
909,910.0,2011,4.0,7.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
7276,7277.0,2017,9.0,8.0,8.0,7.0,4.0,3.0,4.0,4.0,4.0,5.0,10.0,10.0,8.0,4,15,30,1,1,0,8,2,0,8,8.0,1,4,0
7352,7353.0,2017,7.0,10.0,8.0,10.0,4.0,2.0,3.0,3.0,3.0,5.0,9.0,6.0,8.0,1,15,30,0,1,0,7,8,0,8,9.0,1,4,0
2129,2130.0,2011,5.0,4.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
704,705.0,2011,4.0,5.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6845,6846.0,2017,9.0,9.0,9.0,8.0,3.0,2.0,2.0,4.0,4.0,4.0,9.0,8.0,9.0,1,15,30,0,1,0,32,2,0,6,9.0,1,4,0
6572,6573.0,2017,5.0,7.0,9.0,9.0,5.0,1.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,1,40,30,0,1,0,16,8,1,5,6.0,1,4,0
6943,6944.0,2017,8.0,9.0,9.0,10.0,5.0,5.0,3.503584229390681,5.0,3.0,4.0,8.161383285302593,9.0,8.0,1,30,30,0,1,0,16,5,0,6,6.0,1,44,0
7240,7241.0,2017,4.0,7.0,7.0,5.0,3.0,1.0,3.0,3.0,5.0,4.0,9.0,7.0,9.0,4,5,30,0,2,0,32,0,1,9,7.0,1,4,0
6596,6597.0,2017,6.0,9.0,8.0,8.0,4.0,2.0,3.503584229390681,4.0,4.0,5.0,10.0,8.0,9.0,1,15,30,0,1,0,7,1,0,4,9.0,1,4,0
6670,6671.0,2017,9.0,9.0,9.0,10.0,5.0,4.0,4.0,5.0,5.0,5.0,10.0,10.0,10.0,4,5,30,1,1,0,16,2,0,1,10.0,1,4,0
6959,6960.0,2017,7.0,8.0,8.0,10.0,4.0,3.0,4.0,5.0,4.0,5.0,10.0,7.0,8.0,1,15,30,0,1,0,7,8,0,5,10.0,1,4,0
6606,6607.0,2017,9.0,9.0,9.0,9.0,4.0,3.0,4.0,4.0,3.0,5.0,10.0,9.0,9.0,4,15,2,1,1,0,7,1,0,8,9.0,1,4,0
2476,2477.0,2011,5.0,10.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6792,6793.0,2017,10.0,7.0,7.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0,7.0,1,50,30,0,1,0,16,2,0,1,10.0,1,4,0
6688,6689.0,2017,9.0,8.0,8.0,10.0,5.0,1.0,3.0,3.0,3.0,5.0,8.0,7.0,8.0,1,15,30,1,1,0,11,8,0,1,9.0,1,4,0
4711,4712.0,2011,4.0,7.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
7334,7335.0,2017,9.0,10.0,10.0,10.0,5.0,5.0,4.0,4.0,3.0,5.0,10.0,9.0,9.0,4,30,30,0,1,0,16,2,0,8,8.0,1,4,0
6629,6630.0,2017,9.0,6.0,3.0,5.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0,3.0,6.0,1,24,30,1,2,0,16,1,0,9,6.0,1,4,0
7384,7385.0,2017,8.0,7.0,6.0,7.0,5.0,1.0,4.0,4.0,4.0,3.0,8.0,1.0,5.0,4,5,21,0,1,0,16,7,0,9,7.0,1,4,0
5926,5927.0,2011,2.0,10.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6594,6595.0,2017,4.0,6.0,6.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,4,30,30,0,2,1,8,2,0,4,7.0,1,4,0
6044,6045.0,2011,1.0,1.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
7177,7178.0,2017,8.0,7.0,8.0,6.0,4.0,2.0,3.503584229390681,3.0,2.0,4.0,7.0,5.0,7.0,0,15,30,1,1,1,32,2,1,4,6.0,1,4,0
926,927.0,2011,5.0,5.7260677466863035,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
853,854.0,2011,7.0,4.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
57,58.0,2011,9.0,7.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
7192,7193.0,2017,9.0,8.0,8.0,9.0,5.0,3.0,4.0,4.0,2.0,4.0,8.0,6.0,9.0,4,5,30,0,1,0,8,1,0,4,7.0,1,4,0
7278,7279.0,2017,9.0,10.0,10.0,10.0,5.0,2.0,4.0,5.0,3.0,4.0,3.0,8.0,7.0,4,5,2,0,2,0,32,2,0,1,5.0,1,4,0
7109,7110.0,2017,9.0,10.0,10.0,10.0,4.0,2.0,4.0,4.0,4.0,5.0,7.0,8.0,8.0,1,15,30,1,1,0,49,8,0,8,9.0,1,27,0
479,480.0,2011,5.0,7.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6113,6114.0,2011,1.0,10.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
5273,5274.0,2011,6.0,7.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6614,6615.0,2017,8.0,10.0,8.0,10.0,4.0,3.0,4.0,4.0,4.0,5.0,9.0,10.0,10.0,1,5,30,0,2,0,32,1,0,3,10.0,1,4,0
6652,6653.0,2017,9.0,9.0,10.0,9.0,4.0,1.0,3.0,4.0,2.0,5.0,7.0,7.0,8.0,1,24,30,0,1,0,49,2,0,8,8.0,1,4,0
7303,7304.0,2017,10.0,6.0,10.0,9.0,5.0,2.0,4.0,3.0,5.0,5.0,10.0,10.0,10.0,4,40,30,0,1,0,16,8,0,1,10.0,1,4,0
6769,6770.0,2017,4.0,6.0,5.0,6.0,4.0,2.0,3.0,3.0,2.0,3.0,6.0,6.0,7.0,1,40,30,0,1,1,16,5,0,6,7.0,1,4,0
6875,6876.0,2017,10.0,10.0,10.0,10.0,5.0,1.0,5.0,5.0,4.0,5.0,1.0,10.0,10.0,4,40,30,0,1,0,16,7,0,1,10.0,1,4,0
6969,6970.0,2017,8.0,7.0,7.0,6.0,3.0,1.0,3.503584229390681,5.0,4.0,5.0,7.0,6.0,10.0,6,5,30,0,2,1,8,2,0,6,5.0,1,4,0
7173,7174.0,2017,9.0,9.0,9.0,9.0,5.0,2.0,3.0,4.0,3.0,5.0,10.0,9.0,9.0,1,5,30,0,2,1,8,7,0,7,8.0,1,4,0
303,304.0,2011,3.0,6.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6811,6812.0,2017,4.0,9.0,4.0,7.0,4.0,4.0,4.0,3.0,3.0,3.0,9.0,8.0,8.0,4,40,2,0,2,1,49,0,0,8,6.0,1,41,1
6757,6758.0,2017,8.0,9.0,9.0,9.0,4.0,4.0,4.0,5.0,5.0,5.0,9.0,9.0,9.0,1,30,30,0,2,0,16,1,0,9,9.0,1,4,0
6674,6675.0,2017,7.0,6.0,8.0,6.0,3.0,1.0,3.0,4.0,4.0,4.0,9.0,8.0,8.0,4,5,30,0,2,1,8,2,0,7,2.0,1,4,0
4923,4924.0,2011,5.0,5.7260677466863035,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
1404,1405.0,2011,4.0,5.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6781,6782.0,2017,9.0,9.0,9.0,9.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,9.0,8.0,1,40,30,0,2,0,32,9,0,4,8.0,1,4,0
381,382.0,2011,3.0,4.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6601,6602.0,2017,9.0,8.0,7.0,9.0,5.0,1.0,4.0,5.0,4.0,5.0,8.0,6.0,7.0,1,15,30,1,1,0,7,1,0,7,9.0,1,4,0
7206,7207.0,2017,10.0,10.0,10.0,10.0,5.0,2.0,3.0,5.0,3.0,5.0,6.0,6.0,7.0,1,15,30,1,1,0,32,2,0,3,10.0,1,4,0
5163,5164.0,2011,5.0,6.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
2481,2482.0,2011,7.0,7.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
2997,2998.0,2011,3.0,7.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
7354,7355.0,2017,8.0,7.0,8.0,9.0,5.0,4.0,2.0,5.0,3.0,5.0,8.0,6.0,5.0,1,5,30,1,1,0,8,2,0,9,9.0,1,4,0
6758,6759.0,2017,8.0,10.0,8.0,8.0,4.0,2.0,3.503584229390681,4.0,4.0,5.0,4.0,7.0,9.0,1,50,30,0,1,0,16,7,0,8,8.0,1,28,0
6709,6710.0,2017,5.0,7.0,4.0,9.0,4.0,3.0,5.0,3.0,2.0,4.0,3.0,4.0,3.0,1,30,30,1,1,1,16,8,0,3,6.0,1,24,0
2144,2145.0,2011,5.0,8.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6638,6639.0,2017,9.0,8.0,9.0,8.0,3.0,2.0,2.0,3.0,2.0,4.0,9.0,7.0,7.0,1,15,30,1,1,0,32,2,0,9,8.0,1,4,0
5623,5624.0,2011,3.0,8.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6669,6670.0,2017,8.0,9.0,8.0,8.0,3.0,2.0,2.0,4.0,3.0,3.0,9.0,8.0,8.0,1,15,2,1,2,1,32,7,0,6,10.0,1,8,0
7200,7201.0,2017,8.0,8.0,8.0,8.0,3.0,4.0,4.0,4.0,4.0,4.0,10.0,8.0,10.0,4,50,2,0,2,1,16,5,0,2,10.0,1,2,0
990,991.0,2011,2.0,7.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
7128,7129.0,2017,8.0,8.0,8.0,9.0,5.0,3.0,3.503584229390681,5.0,5.0,5.0,8.0,9.0,9.0,4,5,30,0,2,0,7,2,0,6,8.0,1,4,0
6738,6739.0,2017,9.0,9.0,9.0,9.0,5.0,1.0,4.0,4.0,2.0,4.0,9.0,9.0,9.0,4,5,30,1,2,0,49,8,0,8,9.0,1,4,0
6835,6836.0,2017,8.0,9.0,9.0,9.0,4.0,3.0,3.503584229390681,3.889212827988338,5.0,5.0,10.0,9.0,10.0,1,5,30,0,2,0,0,7,0,8,10.0,1,4,0
6905,6906.0,2017,7.0,7.0,8.0,6.0,3.0,2.0,3.503584229390681,3.0,3.0,2.0,7.0,8.0,7.0,1,0,30,0,2,1,0,7,0,6,6.0,1,4,0
7088,7089.0,2017,7.0,7.0,7.0,7.0,5.0,2.0,3.0,4.0,4.0,4.0,8.0,7.0,7.0,1,5,30,0,2,1,32,2,0,6,7.0,1,4,0
2837,2838.0,2011,2.0,3.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6941,6942.0,2017,7.0,7.0,7.0,8.0,4.0,2.0,3.0,3.0,3.0,4.0,6.0,5.0,6.0,4,5,30,0,2,0,8,5,0,3,6.0,1,4,0
6659,6660.0,2017,9.0,9.0,9.0,9.0,5.0,3.0,3.0,4.0,4.0,4.0,9.0,8.0,8.0,1,15,30,1,1,0,11,2,0,9,9.0,1,4,0
6234,6235.0,2013,5.0,1.0,1.0,5.6923076923076925,3.443850267379679,1.0,3.0,3.2967032967032965,2.6684491978609626,5.0,1.0,1.0,6.17741935483871,1,40,30,2,2,3,16,2,2,4,5.631578947368421,1,4,1
1809,1810.0,2011,3.0,7.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6664,6665.0,2017,10.0,8.0,7.0,10.0,5.0,1.0,4.0,4.0,2.0,4.0,8.0,7.0,8.0,4,5,30,0,2,0,32,1,0,1,7.0,1,4,0
7073,7074.0,2017,8.0,10.0,8.0,10.0,4.0,3.0,4.0,5.0,5.0,4.0,10.0,8.0,9.0,4,24,1,1,2,0,8,5,0,1,8.0,1,4,0
3110,3111.0,2011,5.0,1.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6996,6997.0,2017,4.0,6.0,6.0,6.0,4.0,1.0,5.0,3.0,1.0,4.0,3.0,2.0,1.0,1,30,30,1,1,1,16,8,0,4,7.0,1,4,1
1024,1025.0,2011,4.0,10.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
7214,7215.0,2017,10.0,8.0,6.0,10.0,5.0,1.0,3.0,5.0,3.0,5.0,9.0,10.0,10.0,1,30,6,0,2,0,32,0,0,1,1.0,1,4,1
6898,6899.0,2017,6.0,9.0,6.0,8.0,3.0,2.0,3.503584229390681,4.0,5.0,4.0,7.0,6.0,10.0,1,5,30,0,2,0,0,5,0,3,8.0,1,4,0
6027,6028.0,2011,7.0,8.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
5735,5736.0,2011,3.0,3.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
7013,7014.0,2017,7.0,9.0,8.0,10.0,3.0,2.0,3.0,5.0,1.0,3.0,5.0,2.0,2.0,1,24,30,0,1,0,49,5,0,1,7.0,1,4,0
6820,6821.0,2017,10.0,10.0,10.0,10.0,5.0,3.0,3.503584229390681,5.0,4.0,5.0,10.0,9.0,9.0,1,50,30,0,1,0,16,5,0,1,9.0,1,4,0
5908,5909.0,2011,5.0,8.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
3368,3369.0,2011,5.0,5.7260677466863035,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6903,6904.0,2017,9.0,9.0,10.0,9.0,4.0,4.0,3.503584229390681,4.0,3.0,3.0,8.0,8.0,9.0,1,50,30,0,2,0,16,0,0,9,9.0,1,4,0
6685,6686.0,2017,10.0,10.0,10.0,10.0,5.0,3.0,3.503584229390681,5.0,5.0,5.0,9.0,9.0,10.0,1,5,2,0,1,0,8,2,0,8,7.0,1,43,0
5897,5898.0,2011,4.0,5.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
7358,7359.0,2017,9.0,9.0,9.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,9.0,9.0,1,40,12,0,2,0,7,0,0,9,9.0,1,45,0
6836,6837.0,2017,9.0,9.0,9.0,10.0,4.0,1.0,4.0,4.0,4.0,5.0,10.0,8.0,8.0,1,15,30,1,1,0,7,7,0,6,7.0,1,29,0
4269,4270.0,2011,4.0,7.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
4144,4145.0,2011,4.0,8.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6628,6629.0,2017,9.0,10.0,10.0,10.0,5.0,2.0,3.503584229390681,5.0,5.0,5.0,10.0,10.0,10.0,4,5,30,0,2,1,8,8,0,3,10.0,1,4,0
6655,6656.0,2017,7.0,7.0,7.0,8.0,4.0,1.0,3.503584229390681,3.0,3.0,4.0,7.0,6.0,6.0,4,5,30,0,2,1,32,1,0,4,4.0,1,4,0
643,644.0,2011,4.0,1.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6580,6581.0,2017,7.0,2.0,3.0,8.0,3.0,1.0,2.0,2.0,2.0,4.0,10.0,6.0,7.0,1,15,30,1,2,0,16,5,0,9,10.0,1,4,0
4373,4374.0,2011,5.0,7.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
7090,7091.0,2017,7.0,9.0,10.0,9.0,4.0,4.0,4.0,3.0,4.0,5.0,9.0,10.0,9.0,4,0,30,0,2,1,0,0,0,5,9.0,1,4,0
7086,7087.0,2017,7.0,7.0,8.0,8.0,5.0,1.0,3.503584229390681,5.0,3.0,5.0,10.0,5.0,5.0,1,30,30,0,2,1,8,1,0,3,7.0,1,4,0
1141,1142.0,2011,3.0,7.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
4883,4884.0,2011,6.0,5.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
3929,3930.0,2011,1.0,5.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
2911,2912.0,2011,4.0,5.0,5.114427860696518,5.6923076923076925,3.443850267379679,1.736318407960199,2.9245283018867925,3.2967032967032965,2.6684491978609626,3.482051282051282,6.11139896373057,5.424870466321243,6.17741935483871,1,30,30,0,2,0,16,1,0,4,5.631578947368421,1,4,1
6635,6636.0,2017,8.0,9.0,7.0,9.0,4.0,2.0,3.503584229390681,4.0,2.0,5.0,10.0,9.0,8.0,1,5,30,0,2,1,32,5,0,8,9.0,11,4,0
6643,6644.0,2017,6.0,9.0,9.0,10.0,4.0,2.0,3.0,2.0,3.0,5.0,7.0,9.0,7.0,1,15,30,0,1,0,7,1,0,3,8.0,1,4,0
